Entity,Code,Day,people_vaccinated,738595-annotations
Czechia,CZE,2022-06-12,6964141,
Czechia,CZE,2022-06-13,6964208,
Czechia,CZE,2022-06-14,6964288,
Czechia,CZE,2022-06-15,6964372,
Czechia,CZE,2022-06-16,6964438,
Czechia,CZE,2022-06-17,6964593,
Czechia,CZE,2022-06-18,6964605,
Czechia,CZE,2022-06-19,6964609,
Czechia,CZE,2022-06-20,6964675,
Czechia,CZE,2022-06-21,6964738,
Czechia,CZE,2022-06-22,6964836,
Czechia,CZE,2022-06-23,6964896,
Czechia,CZE,2022-06-24,6965058,
Czechia,CZE,2022-06-25,6965077,
Czechia,CZE,2022-06-26,6965079,
Czechia,CZE,2022-06-27,6965153,
Czechia,CZE,2022-06-28,6965228,
Czechia,CZE,2022-06-29,6965349,
Czechia,CZE,2022-06-30,6965448,
Czechia,CZE,2022-07-01,6965633,
Czechia,CZE,2022-07-02,6965647,
Czechia,CZE,2022-07-03,6965650,
Czechia,CZE,2022-07-04,6965735,
Czechia,CZE,2022-07-05,6965746,
Czechia,CZE,2022-07-06,6965754,
Czechia,CZE,2022-07-07,6965864,
Czechia,CZE,2022-07-08,6966031,
Czechia,CZE,2022-07-09,6966041,
Czechia,CZE,2022-07-10,6966045,
Czechia,CZE,2022-07-11,6966145,
Czechia,CZE,2022-07-12,6966248,
Czechia,CZE,2022-07-13,6966425,
Czechia,CZE,2022-07-14,6966559,
Czechia,CZE,2022-07-15,6966819,
Czechia,CZE,2022-07-16,6966856,
Czechia,CZE,2022-07-17,6966862,
Czechia,CZE,2022-07-18,6967001,
Czechia,CZE,2022-07-19,6967096,
Czechia,CZE,2022-07-20,6967199,
Czechia,CZE,2022-07-21,6967317,
Czechia,CZE,2022-07-22,6967530,
Czechia,CZE,2022-07-23,6967554,
Czechia,CZE,2022-07-24,6967559,
Czechia,CZE,2022-07-25,6967653,
Czechia,CZE,2022-07-26,6967763,
Czechia,CZE,2022-07-27,6967891,
Czechia,CZE,2022-07-28,6968013,
Czechia,CZE,2022-07-29,6968254,
Czechia,CZE,2022-07-30,6968270,
Czechia,CZE,2022-07-31,6968285,
Czechia,CZE,2022-08-01,6968382,
Czechia,CZE,2022-08-02,6968497,
Czechia,CZE,2022-08-03,6968635,
Czechia,CZE,2022-08-04,6968780,
Czechia,CZE,2022-08-05,6969018,
Czechia,CZE,2022-08-06,6969035,
Czechia,CZE,2022-08-07,6969040,
Czechia,CZE,2022-08-08,6969141,
Czechia,CZE,2022-08-09,6969250,
Czechia,CZE,2022-08-10,6969376,
Czechia,CZE,2022-08-11,6969482,
Czechia,CZE,2022-08-12,6969630,
Czechia,CZE,2022-08-13,6969645,
Czechia,CZE,2022-08-14,6969648,
Czechia,CZE,2022-08-15,6969739,
Czechia,CZE,2022-08-16,6969837,
Czechia,CZE,2022-08-17,6969926,
Czechia,CZE,2022-08-18,6970033,
Czechia,CZE,2022-08-19,6970210,
Czechia,CZE,2022-08-20,6970221,
Czechia,CZE,2022-08-21,6970223,
Czechia,CZE,2022-08-22,6970310,
Czechia,CZE,2022-08-23,6970443,
Czechia,CZE,2022-08-24,6970537,
Czechia,CZE,2022-08-25,6970652,
Czechia,CZE,2022-08-26,6970818,
Czechia,CZE,2022-08-27,6970853,
Czechia,CZE,2022-08-28,6970861,
Czechia,CZE,2022-08-29,6970937,
Czechia,CZE,2022-08-30,6971035,
Czechia,CZE,2022-08-31,6971155,
Czechia,CZE,2022-09-01,6971267,
Czechia,CZE,2022-09-02,6971441,
Czechia,CZE,2022-09-03,6971456,
Czechia,CZE,2022-09-04,6971461,
Czechia,CZE,2022-09-05,6971538,
Czechia,CZE,2022-09-06,6971612,
Czechia,CZE,2022-09-07,6971693,
Czechia,CZE,2022-09-08,6971782,
Czechia,CZE,2022-09-09,6971932,
Czechia,CZE,2022-09-10,6971943,
Czechia,CZE,2022-09-11,6971951,
Czechia,CZE,2022-09-12,6972048,
Czechia,CZE,2022-09-13,6972136,
Czechia,CZE,2022-09-14,6972230,
Czechia,CZE,2022-09-15,6972333,
Czechia,CZE,2022-09-16,6972485,
Czechia,CZE,2022-09-17,6972493,
Czechia,CZE,2022-09-18,6972499,
Czechia,CZE,2022-09-19,6972562,
Czechia,CZE,2022-09-20,6972651,
Czechia,CZE,2022-09-21,6972734,
Czechia,CZE,2022-09-22,6972797,
Czechia,CZE,2022-09-23,6972918,
Czechia,CZE,2022-09-24,6972923,
Czechia,CZE,2022-09-25,6972925,
Czechia,CZE,2022-09-26,6972958,
Czechia,CZE,2022-09-27,6973036,
Czechia,CZE,2022-09-28,6973041,
Czechia,CZE,2022-09-29,6973101,
Czechia,CZE,2022-09-30,6973231,
Czechia,CZE,2022-10-01,6973239,
Czechia,CZE,2022-10-02,6973242,
Czechia,CZE,2022-10-03,6973334,
Czechia,CZE,2022-10-04,6973415,
Czechia,CZE,2022-10-05,6973481,
Czechia,CZE,2022-10-06,6973574,
Czechia,CZE,2022-10-07,6973714,
Czechia,CZE,2022-10-08,6973730,
Czechia,CZE,2022-10-09,6973730,
Czechia,CZE,2022-10-10,6973777,
Czechia,CZE,2022-10-11,6973843,
Czechia,CZE,2022-10-12,6973940,
Czechia,CZE,2022-10-13,6974024,
Czechia,CZE,2022-10-14,6974156,
Czechia,CZE,2022-10-15,6974171,
Czechia,CZE,2022-10-16,6974173,
Czechia,CZE,2022-10-17,6974228,
Czechia,CZE,2022-10-18,6974290,
Czechia,CZE,2022-10-19,6974342,
Czechia,CZE,2022-10-20,6974409,
Czechia,CZE,2022-10-21,6974527,
Czechia,CZE,2022-10-22,6974543,
Czechia,CZE,2022-10-23,6974545,
Czechia,CZE,2022-10-24,6974577,
Czechia,CZE,2022-10-25,6974645,
Czechia,CZE,2022-10-26,6974698,
Czechia,CZE,2022-10-27,6974733,
Czechia,CZE,2022-10-28,6974737,
Czechia,CZE,2022-10-29,6974743,
Czechia,CZE,2022-10-30,6974746,
Czechia,CZE,2022-10-31,6974799,
Czechia,CZE,2022-11-01,6974845,
Czechia,CZE,2022-11-02,6974881,
Czechia,CZE,2022-11-03,6974920,
Czechia,CZE,2022-11-04,6975043,
Czechia,CZE,2022-11-05,6975051,
Czechia,CZE,2022-11-06,6975053,
Czechia,CZE,2022-11-07,6975094,
Czechia,CZE,2022-11-08,6975143,
Czechia,CZE,2022-11-09,6975190,
Czechia,CZE,2022-11-10,6975248,
Czechia,CZE,2022-11-11,6975340,
Czechia,CZE,2022-11-12,6975346,
Czechia,CZE,2022-11-13,6975347,
Czechia,CZE,2022-11-14,6975391,
Czechia,CZE,2022-11-15,6975444,
Czechia,CZE,2022-11-16,6975498,
Czechia,CZE,2022-11-17,6975499,
Czechia,CZE,2022-11-18,6975556,
Czechia,CZE,2022-11-19,6975558,
Czechia,CZE,2022-11-20,6975561,
Czechia,CZE,2022-11-21,6975604,
Czechia,CZE,2022-11-22,6975646,
Czechia,CZE,2022-11-23,6975682,
Czechia,CZE,2022-11-24,6975727,
Czechia,CZE,2022-11-25,6975810,
Czechia,CZE,2022-11-26,6975814,
Czechia,CZE,2022-11-27,6975814,
Czechia,CZE,2022-11-28,6975842,
Czechia,CZE,2022-11-29,6975874,
Czechia,CZE,2022-11-30,6975926,
Czechia,CZE,2022-12-01,6975965,
Czechia,CZE,2022-12-02,6975998,
Czechia,CZE,2022-12-03,6975998,
Czechia,CZE,2022-12-04,6976000,
Czechia,CZE,2022-12-05,6976027,
Czechia,CZE,2022-12-06,6976045,
Czechia,CZE,2022-12-07,6976084,
Czechia,CZE,2022-12-08,6976113,
Czechia,CZE,2022-12-09,6976155,
Czechia,CZE,2022-12-10,6976157,
Czechia,CZE,2022-12-11,6976159,
Czechia,CZE,2022-12-12,6976181,
Czechia,CZE,2022-12-13,6976213,
Czechia,CZE,2022-12-14,6976235,
Czechia,CZE,2022-12-15,6976252,
Czechia,CZE,2022-12-16,6976292,
Czechia,CZE,2022-12-17,6976293,
Czechia,CZE,2022-12-18,6976293,
Czechia,CZE,2022-12-19,6976318,
Czechia,CZE,2022-12-20,6976345,
Czechia,CZE,2022-12-21,6976367,
Czechia,CZE,2022-12-22,6976396,
Czechia,CZE,2022-12-23,6976407,
Czechia,CZE,2022-12-25,6976407,
Czechia,CZE,2022-12-26,6976408,
Czechia,CZE,2022-12-27,6976409,
Czechia,CZE,2022-12-28,6976425,
Czechia,CZE,2022-12-29,6976429,
Czechia,CZE,2022-12-30,6976438,
Czechia,CZE,2022-12-31,6976438,
Czechia,CZE,2023-01-01,6976438,
Czechia,CZE,2023-01-02,6976479,
Czechia,CZE,2023-01-03,6976491,
Czechia,CZE,2023-01-04,6976517,
Czechia,CZE,2023-01-05,6976544,
Czechia,CZE,2023-01-06,6976600,
Czechia,CZE,2023-01-07,6976602,
Czechia,CZE,2023-01-08,6976603,
Czechia,CZE,2023-01-09,6976661,
Czechia,CZE,2023-01-10,6976714,
Czechia,CZE,2023-01-11,6976750,
Czechia,CZE,2023-01-12,6976787,
Czechia,CZE,2023-01-13,6976842,
Czechia,CZE,2023-01-14,6976848,
Czechia,CZE,2023-01-15,6976849,
Czechia,CZE,2023-01-16,6976874,
Czechia,CZE,2023-01-17,6976899,
Czechia,CZE,2023-01-18,6976919,
Czechia,CZE,2023-01-19,6976948,
Czechia,CZE,2023-01-20,6976992,
Czechia,CZE,2023-01-21,6976997,
Czechia,CZE,2023-01-22,6976997,
Czechia,CZE,2023-01-23,6977030,
Czechia,CZE,2023-01-24,6977044,
Czechia,CZE,2023-01-25,6977064,
Czechia,CZE,2023-01-26,6977089,
Czechia,CZE,2023-01-27,6977143,
Czechia,CZE,2023-01-28,6977143,
Czechia,CZE,2023-01-30,6977178,
Czechia,CZE,2023-01-31,6977205,
Czechia,CZE,2023-02-01,6977237,
Czechia,CZE,2023-02-02,6977261,
Czechia,CZE,2023-02-03,6977307,
Czechia,CZE,2023-02-04,6977311,
Czechia,CZE,2023-02-05,6977313,
Czechia,CZE,2023-02-06,6977350,
Czechia,CZE,2023-02-07,6977367,
Czechia,CZE,2023-02-08,6977381,
Czechia,CZE,2023-02-09,6977400,
Czechia,CZE,2023-02-10,6977433,
Czechia,CZE,2023-02-11,6977434,
Czechia,CZE,2023-02-12,6977434,
Czechia,CZE,2023-02-13,6977453,
Czechia,CZE,2023-02-14,6977472,
Czechia,CZE,2023-02-15,6977488,
Czechia,CZE,2023-02-16,6977502,
Czechia,CZE,2023-02-17,6977526,
Czechia,CZE,2023-02-18,6977531,
Czechia,CZE,2023-02-20,6977544,
Czechia,CZE,2023-02-21,6977562,
Czechia,CZE,2023-02-22,6977571,
Czechia,CZE,2023-02-23,6977584,
Czechia,CZE,2023-02-24,6977614,
Czechia,CZE,2023-02-25,6977615,
Czechia,CZE,2023-02-26,6977615,
Czechia,CZE,2023-02-27,6977633,
Czechia,CZE,2023-02-28,6977652,
Czechia,CZE,2023-03-01,6977683,
Czechia,CZE,2023-03-02,6977689,
Czechia,CZE,2023-03-03,6977718,
Czechia,CZE,2023-03-04,6977719,
Czechia,CZE,2023-03-05,6977719,
Czechia,CZE,2023-03-06,6977738,
Czechia,CZE,2023-03-07,6977752,
Czechia,CZE,2023-03-08,6977773,
Czechia,CZE,2023-03-09,6977791,
Czechia,CZE,2023-03-10,6977833,
Czechia,CZE,2023-03-11,6977833,
Czechia,CZE,2023-03-12,6977835,
Czechia,CZE,2023-03-13,6977851,
Czechia,CZE,2023-03-14,6977863,
Czechia,CZE,2023-03-15,6977879,
Czechia,CZE,2023-03-16,6977887,
Czechia,CZE,2023-03-17,6977897,
Czechia,CZE,2023-03-18,6977899,
Czechia,CZE,2023-03-20,6977911,
Czechia,CZE,2023-03-21,6977918,
Czechia,CZE,2023-03-22,6977936,
Czechia,CZE,2023-03-23,6977941,
Czechia,CZE,2023-03-24,6977962,
Czechia,CZE,2023-03-25,6977962,
Czechia,CZE,2023-03-27,6977974,
Czechia,CZE,2023-03-28,6977987,
Czechia,CZE,2023-03-29,6977993,
Czechia,CZE,2023-03-30,6978000,
Czechia,CZE,2023-03-31,6978042,
Czechia,CZE,2023-04-01,6978042,
Czechia,CZE,2023-04-02,6978043,
Czechia,CZE,2023-04-03,6978050,
Czechia,CZE,2023-04-04,6978058,
Czechia,CZE,2023-04-05,6978071,
Czechia,CZE,2023-04-06,6978096,
Czechia,CZE,2023-04-07,6978098,
Czechia,CZE,2023-04-10,6978099,
Czechia,CZE,2023-04-11,6978107,
Czechia,CZE,2023-04-12,6978119,
Czechia,CZE,2023-04-13,6978124,
Czechia,CZE,2023-04-14,6978152,
Czechia,CZE,2023-04-15,6978152,
Czechia,CZE,2023-04-17,6978160,
Czechia,CZE,2023-04-18,6978170,
Czechia,CZE,2023-04-19,6978180,
Czechia,CZE,2023-04-20,6978191,
Czechia,CZE,2023-04-21,6978223,
Czechia,CZE,2023-04-22,6978223,
Czechia,CZE,2023-04-24,6978233,
Czechia,CZE,2023-04-25,6978235,
Czechia,CZE,2023-04-26,6978243,
Czechia,CZE,2023-04-27,6978254,
Czechia,CZE,2023-04-28,6978271,
Czechia,CZE,2023-04-30,6978271,
Czechia,CZE,2023-05-02,6978274,
Czechia,CZE,2023-05-03,6978284,
Czechia,CZE,2023-05-04,6978291,
Czechia,CZE,2023-05-05,6978302,
Czechia,CZE,2023-05-06,6978304,
Czechia,CZE,2023-05-08,6978306,
Czechia,CZE,2023-05-09,6978312,
Czechia,CZE,2023-05-10,6978324,
Czechia,CZE,2023-05-11,6978330,
Czechia,CZE,2023-05-12,6978341,
Czechia,CZE,2023-05-13,6978341,
Czechia,CZE,2023-05-15,6978343,
Czechia,CZE,2023-05-16,6978347,
Czechia,CZE,2023-05-17,6978353,
Czechia,CZE,2023-05-18,6978358,
Czechia,CZE,2023-05-19,6978360,
Czechia,CZE,2023-05-20,6978361,
Czechia,CZE,2023-05-22,6978361,
Czechia,CZE,2023-05-23,6978362,
Czechia,CZE,2023-05-24,6978365,
Czechia,CZE,2023-05-25,6978371,
Czechia,CZE,2023-05-26,6978378,
Czechia,CZE,2023-05-27,6978378,
Czechia,CZE,2023-05-28,6978379,
Czechia,CZE,2023-05-29,6978380,
Czechia,CZE,2023-05-30,6978385,
Czechia,CZE,2023-05-31,6978393,
Czechia,CZE,2023-06-01,6978395,
Czechia,CZE,2023-06-02,6978398,
Czechia,CZE,2023-06-03,6978398,
Czechia,CZE,2023-06-05,6978399,
Czechia,CZE,2023-06-06,6978400,
Czechia,CZE,2023-06-07,6978401,
Czechia,CZE,2023-06-08,6978404,
Czechia,CZE,2023-06-09,6978408,
Czechia,CZE,2023-06-10,6978410,
Czechia,CZE,2023-06-12,6978411,
Czechia,CZE,2023-06-13,6978412,
Czechia,CZE,2023-06-14,6978415,
Czechia,CZE,2023-06-15,6978416,
Czechia,CZE,2023-06-16,6978418,
Czechia,CZE,2023-06-17,6978418,
Czechia,CZE,2023-06-19,6978420,
Czechia,CZE,2023-06-20,6978421,
Czechia,CZE,2023-06-21,6978422,
Czechia,CZE,2023-06-22,6978423,
Czechia,CZE,2023-06-23,6978424,
Czechia,CZE,2023-06-26,6978427,
Czechia,CZE,2023-06-27,6978428,
Czechia,CZE,2023-06-28,6978432,
Czechia,CZE,2023-06-29,6978432,
Czechia,CZE,2023-06-30,6978434,
Czechia,CZE,2023-07-02,6978434,
Czechia,CZE,2023-07-03,6978434,
Czechia,CZE,2023-07-04,6978435,
Czechia,CZE,2023-07-05,6978435,
Czechia,CZE,2023-07-06,6978435,
Czechia,CZE,2023-07-10,6978435,
Czechia,CZE,2023-07-11,6978436,
Czechia,CZE,2023-07-12,6978438,
Czechia,CZE,2023-07-13,6978438,
Czechia,CZE,2023-07-14,6978439,
Czechia,CZE,2023-07-17,6978440,
Czechia,CZE,2023-07-18,6978440,
Czechia,CZE,2023-07-19,6978442,
Czechia,CZE,2023-07-20,6978443,
Czechia,CZE,2023-07-21,6978443,
Czechia,CZE,2023-07-24,6978443,
Czechia,CZE,2023-07-25,6978443,
Czechia,CZE,2023-07-26,6978444,
Czechia,CZE,2023-07-27,6978445,
Czechia,CZE,2023-07-28,6978446,
Czechia,CZE,2023-07-31,6978447,
Czechia,CZE,2023-08-01,6978450,
Czechia,CZE,2023-08-02,6978451,
Czechia,CZE,2023-08-03,6978453,
Czechia,CZE,2023-08-04,6978454,
Czechia,CZE,2023-08-05,6978454,
Czechia,CZE,2023-08-07,6978454,
Czechia,CZE,2023-08-08,6978454,
Czechia,CZE,2023-08-09,6978455,
Czechia,CZE,2023-08-10,6978458,
Czechia,CZE,2023-08-11,6978458,
Czechia,CZE,2023-08-14,6978458,
Czechia,CZE,2023-08-15,6978459,
Czechia,CZE,2023-08-16,6978459,
Czechia,CZE,2023-08-17,6978459,
Czechia,CZE,2023-08-18,6978459,
Czechia,CZE,2023-08-21,6978461,
Czechia,CZE,2023-08-22,6978462,
Czechia,CZE,2023-08-23,6978463,
Czechia,CZE,2023-08-24,6978463,
Czechia,CZE,2023-08-25,6978463,
Czechia,CZE,2023-08-28,6978464,
Czechia,CZE,2023-08-29,6978465,
Czechia,CZE,2023-08-30,6978467,
Czechia,CZE,2023-08-31,6978469,
Czechia,CZE,2023-09-01,6978471,
Czechia,CZE,2023-09-04,6978472,
Czechia,CZE,2023-09-05,6978472,
Czechia,CZE,2023-09-06,6978474,
Czechia,CZE,2023-09-07,6978475,
Czechia,CZE,2023-09-08,6978475,
Czechia,CZE,2023-09-10,6978475,
Czechia,CZE,2023-09-11,6978475,
Czechia,CZE,2023-09-12,6978476,
Czechia,CZE,2023-09-13,6978479,
Czechia,CZE,2023-09-14,6978481,
Czechia,CZE,2023-09-15,6978482,
Czechia,CZE,2023-09-16,6978482,
Czechia,CZE,2023-09-18,6978483,
Czechia,CZE,2023-09-19,6978486,
Czechia,CZE,2023-09-20,6978491,
Czechia,CZE,2023-09-21,6978498,
Czechia,CZE,2023-09-22,6978511,
Czechia,CZE,2023-09-23,6978511,
Czechia,CZE,2023-09-24,6978511,
Czechia,CZE,2023-09-25,6978517,
Czechia,CZE,2023-09-26,6978543,
Czechia,CZE,2023-09-27,6978561,
Czechia,CZE,2023-09-28,6978561,
Czechia,CZE,2023-09-29,6978574,
Czechia,CZE,2023-09-30,6978574,
Czechia,CZE,2023-10-01,6978574,
Czechia,CZE,2023-10-02,6978585,
Czechia,CZE,2023-10-03,6978606,
Czechia,CZE,2023-10-04,6978645,
Czechia,CZE,2023-10-05,6978691,
Czechia,CZE,2023-10-06,6978713,
Czechia,CZE,2023-10-07,6978714,
Czechia,CZE,2023-10-08,6978714,
Czechia,CZE,2023-10-09,6978743,
Czechia,CZE,2023-10-10,6978782,
Czechia,CZE,2023-10-11,6978824,
Czechia,CZE,2023-10-12,6978862,
Czechia,CZE,2023-10-13,6978892,
Czechia,CZE,2023-10-14,6978892,
Czechia,CZE,2023-10-15,6978892,
Czechia,CZE,2023-10-16,6978932,
Czechia,CZE,2023-10-17,6978969,
Czechia,CZE,2023-10-18,6979035,
Czechia,CZE,2023-10-19,6979091,
Czechia,CZE,2023-10-20,6979131,
Czechia,CZE,2023-10-21,6979131,
Czechia,CZE,2023-10-22,6979131,
Czechia,CZE,2023-10-23,6979161,
Czechia,CZE,2023-10-24,6979226,
Czechia,CZE,2023-10-25,6979275,
Czechia,CZE,2023-10-26,6979341,
Czechia,CZE,2023-10-27,6979377,
Czechia,CZE,2023-10-28,6979380,
Czechia,CZE,2023-10-29,6979380,
Czechia,CZE,2023-10-30,6979433,
Czechia,CZE,2023-10-31,6979467,
Czechia,CZE,2023-11-01,6979515,
Czechia,CZE,2023-11-02,6979551,
Czechia,CZE,2023-11-03,6979595,
Czechia,CZE,2023-11-04,6979595,
Czechia,CZE,2023-11-05,6979596,
Czechia,CZE,2023-11-06,6979634,
Czechia,CZE,2023-11-07,6979669,
Czechia,CZE,2023-11-08,6979710,
Czechia,CZE,2023-11-09,6979745,
Czechia,CZE,2023-11-10,6979773,
Czechia,CZE,2023-11-11,6979773,
Czechia,CZE,2023-11-12,6979773,
Czechia,CZE,2023-11-13,6979802,
Czechia,CZE,2023-11-14,6979819,
Czechia,CZE,2023-11-15,6979858,
Czechia,CZE,2023-11-16,6979893,
Czechia,CZE,2023-11-17,6979893,
Czechia,CZE,2023-11-18,6979893,
Czechia,CZE,2023-11-19,6979893,
Czechia,CZE,2023-11-20,6979911,
Czechia,CZE,2023-11-21,6979932,
Czechia,CZE,2023-11-22,6979963,
Czechia,CZE,2023-11-23,6979999,
Czechia,CZE,2023-11-24,6980017,
Czechia,CZE,2023-11-25,6980018,
Czechia,CZE,2023-11-26,6980018,
Czechia,CZE,2023-11-27,6980048,
Czechia,CZE,2023-11-28,6980081,
Czechia,CZE,2023-11-29,6980124,
Czechia,CZE,2023-11-30,6980154,
Czechia,CZE,2023-12-01,6980167,
Czechia,CZE,2023-12-02,6980168,
Czechia,CZE,2023-12-03,6980168,
Czechia,CZE,2023-12-04,6980180,
Czechia,CZE,2023-12-05,6980201,
Czechia,CZE,2023-12-06,6980227,
Czechia,CZE,2023-12-07,6980246,
Czechia,CZE,2023-12-08,6980257,
Czechia,CZE,2023-12-09,6980257,
Czechia,CZE,2023-12-10,6980257,
Czechia,CZE,2023-12-11,6980272,
Czechia,CZE,2023-12-12,6980288,
Czechia,CZE,2023-12-13,6980309,
Czechia,CZE,2023-12-14,6980325,
Czechia,CZE,2023-12-15,6980339,
Czechia,CZE,2023-12-16,6980339,
Czechia,CZE,2023-12-17,6980339,
Czechia,CZE,2023-12-18,6980354,
Czechia,CZE,2023-12-19,6980382,
Czechia,CZE,2023-12-20,6980405,
Czechia,CZE,2023-12-21,6980425,
Czechia,CZE,2023-12-22,6980430,
Czechia,CZE,2023-12-26,6980430,
Czechia,CZE,2023-12-27,6980431,
Czechia,CZE,2023-12-28,6980433,
Czechia,CZE,2023-12-29,6980437,
Czechia,CZE,2023-12-31,6980437,
Czechia,CZE,2024-01-02,6980444,
Czechia,CZE,2024-01-03,6980452,
Czechia,CZE,2024-01-04,6980457,
Czechia,CZE,2024-01-05,6980465,
Czechia,CZE,2024-01-06,6980466,
Czechia,CZE,2024-01-07,6980466,
Czechia,CZE,2024-01-08,6980473,
Czechia,CZE,2024-01-09,6980479,
Czechia,CZE,2024-01-10,6980498,
Czechia,CZE,2024-01-11,6980504,
Czechia,CZE,2024-01-12,6980516,
Czechia,CZE,2024-01-13,6980516,
Czechia,CZE,2024-01-14,6980516,
Czechia,CZE,2024-01-15,6980518,
Czechia,CZE,2024-01-16,6980530,
Czechia,CZE,2024-01-17,6980539,
Czechia,CZE,2024-01-18,6980551,
Czechia,CZE,2024-01-19,6980558,
Czechia,CZE,2024-01-21,6980560,
Czechia,CZE,2024-01-22,6980566,
Czechia,CZE,2024-01-23,6980571,
Czechia,CZE,2024-01-24,6980579,
Czechia,CZE,2024-01-25,6980585,
Czechia,CZE,2024-01-26,6980597,
Czechia,CZE,2024-01-27,6980597,
Czechia,CZE,2024-01-29,6980604,
Czechia,CZE,2024-01-30,6980605,
Czechia,CZE,2024-01-31,6980611,
Czechia,CZE,2024-02-01,6980616,
Czechia,CZE,2024-02-02,6980621,
Czechia,CZE,2024-02-03,6980621,
Czechia,CZE,2024-02-04,6980621,
Czechia,CZE,2024-02-05,6980623,
Czechia,CZE,2024-02-06,6980625,
Czechia,CZE,2024-02-07,6980634,
Czechia,CZE,2024-02-08,6980639,
Czechia,CZE,2024-02-09,6980641,
Czechia,CZE,2024-02-12,6980642,
Czechia,CZE,2024-02-13,6980646,
Czechia,CZE,2024-02-14,6980648,
Czechia,CZE,2024-02-15,6980652,
Czechia,CZE,2024-02-16,6980652,
Czechia,CZE,2024-02-19,6980653,
Czechia,CZE,2024-02-20,6980654,
Democratic Republic of Congo,COD,2021-04-18,0,
Democratic Republic of Congo,COD,2021-04-25,1700,
Democratic Republic of Congo,COD,2021-05-12,8446,
Democratic Republic of Congo,COD,2021-05-18,11155,
Democratic Republic of Congo,COD,2021-05-21,15436,
Democratic Republic of Congo,COD,2021-05-24,18204,
Democratic Republic of Congo,COD,2021-05-26,19597,
Democratic Republic of Congo,COD,2021-05-31,23197,
Democratic Republic of Congo,COD,2021-07-19,76724,
Democratic Republic of Congo,COD,2021-07-24,78871,
Democratic Republic of Congo,COD,2021-08-03,81910,
Democratic Republic of Congo,COD,2021-08-09,81984,
Democratic Republic of Congo,COD,2021-08-20,82017,
Democratic Republic of Congo,COD,2021-08-23,82039,
Democratic Republic of Congo,COD,2021-08-27,82562,
Democratic Republic of Congo,COD,2021-08-31,83081,
Democratic Republic of Congo,COD,2021-09-05,83667,
Democratic Republic of Congo,COD,2021-09-11,85182,
Democratic Republic of Congo,COD,2021-09-30,99839,
Democratic Republic of Congo,COD,2021-10-08,102610,
Democratic Republic of Congo,COD,2021-10-19,108291,
Democratic Republic of Congo,COD,2021-10-25,109579,
Democratic Republic of Congo,COD,2021-10-29,110521,
Democratic Republic of Congo,COD,2021-11-03,112529,
Democratic Republic of Congo,COD,2021-11-09,113921,
Democratic Republic of Congo,COD,2021-11-11,118759,
Democratic Republic of Congo,COD,2021-11-16,120818,
Democratic Republic of Congo,COD,2021-11-22,124424,
Democratic Republic of Congo,COD,2021-11-24,137606,
Democratic Republic of Congo,COD,2021-11-29,142913,
Democratic Republic of Congo,COD,2021-12-01,145382,
Democratic Republic of Congo,COD,2021-12-07,162994,
Democratic Republic of Congo,COD,2021-12-10,186741,
Democratic Republic of Congo,COD,2021-12-14,195619,
Democratic Republic of Congo,COD,2021-12-16,202178,
Democratic Republic of Congo,COD,2021-12-22,217382,
Democratic Republic of Congo,COD,2021-12-28,226134,
Democratic Republic of Congo,COD,2021-12-29,257013,
Democratic Republic of Congo,COD,2022-01-05,270263,
Democratic Republic of Congo,COD,2022-01-13,307807,
Democratic Republic of Congo,COD,2022-01-20,314160,
Democratic Republic of Congo,COD,2022-01-27,371176,
Democratic Republic of Congo,COD,2022-01-29,372564,
Democratic Republic of Congo,COD,2022-02-09,440134,
Democratic Republic of Congo,COD,2022-02-15,606108,
Democratic Republic of Congo,COD,2022-02-22,703306,
Democratic Republic of Congo,COD,2022-02-28,754459,
Democratic Republic of Congo,COD,2022-04-06,802182,
Democratic Republic of Congo,COD,2022-05-22,1895885,
Democratic Republic of Congo,COD,2022-06-05,2416650,
Democratic Republic of Congo,COD,2022-06-19,2979005,
Democratic Republic of Congo,COD,2022-07-10,2979005,
Democratic Republic of Congo,COD,2022-07-17,3450478,
Democratic Republic of Congo,COD,2022-08-07,3806618,
Democratic Republic of Congo,COD,2022-08-14,3865896,
Democratic Republic of Congo,COD,2022-08-21,3931185,
Democratic Republic of Congo,COD,2022-08-28,4239729,
Democratic Republic of Congo,COD,2022-09-04,4386801,
Democratic Republic of Congo,COD,2022-09-18,4884351,
Democratic Republic of Congo,COD,2022-10-02,5544728,
Democratic Republic of Congo,COD,2022-10-09,5596451,
Democratic Republic of Congo,COD,2022-10-16,5719214,
Democratic Republic of Congo,COD,2022-12-11,9145982,
Democratic Republic of Congo,COD,2023-02-12,11549486,
Democratic Republic of Congo,COD,2023-03-05,12557145,
Democratic Republic of Congo,COD,2023-03-19,13234820,
Democratic Republic of Congo,COD,2023-03-26,13919872,
Democratic Republic of Congo,COD,2023-04-02,14629322,
Democratic Republic of Congo,COD,2023-04-16,15388889,
Democratic Republic of Congo,COD,2023-06-04,17045721,
Denmark,DNK,2020-12-18,2,
Denmark,DNK,2020-12-25,11,
Denmark,DNK,2021-01-01,5067,
Denmark,DNK,2021-01-08,91913,
Denmark,DNK,2021-01-15,136136,
Denmark,DNK,2021-01-22,145371,
Denmark,DNK,2021-01-29,149206,
Denmark,DNK,2021-02-05,157012,
Denmark,DNK,2021-02-12,191988,
Denmark,DNK,2021-02-19,264874,
